SUP M2;FECHA APERTURA;TIENDA;C. POSTAL;MUNICIPIO;PROVINCIA;COMUNIDAD;TARIFA;ROL;Nivel de surtido;CV 2022;CV 2021
145;25.10.19;PXMA ANTONIO MACHADO;29002;MÁLAGA;MÁLAGA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL6;857’657.30 €;676’968.05 €
155;08.10.20;PXB VILAFRANCA DEL PENEDES - GELIDA, 32;8720;VILLAFRANCA DEL PENEDÉS;BARCELONA;CATALUÑA;PLUS;URB.RESIDENCIAL;NACIONAL6;857’207.80 €;693’458.63 €
231;16.12.16;PXH PASEO DE LA INDEPENDENCIA 51;21002;HUELVA;HUELVA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;856’260.85 €;805’425.02 €
209;14.12.21;PXSA PASEO DEL ROLLO;37003;SALAMANCA;SALAMANCA;CASTILLA Y LEÓN;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;853’114.71 €;43’999.18 €
169;20.08.14;PXV AVDA. BLASCO IBAÑEZ, 153;46022;VALENCIA;VALENCIA;COMUNIDAD VALENCIANA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;848’946.65 €;864’444.71 €
178;27.07.15;PXBI CALLE SENDEJA;48007;BILBAO;VIZCAYA;PAÍS VASCO;XPLUS;URB.COMERCIAL;NACIONAL6;848’371.05 €;776’525.11 €
125;19.06.20;PXM GRAVINA 3;28004;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL7;846’999.12 €;756’423.20 €
122;12.07.18;PXM BUITRAGO DE LOZOYA;28730;BUITRAGO DEL LOZOYA;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL7;838’124.72 €;828’326.40 €
149;14.07.17;PXCA SAN FERNANDO - CALLE REAL, 90;11100;SAN FERNANDO;CÁDIZ;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL6;835’417.11 €;792’531.26 €
299;25.04.17;PXLO CALLE PIQUERAS2, 76;26006;LOGROÑO;LOGROÑO;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL4;834’890.69 €;744’890.50 €
222;09.06.17;PXH AVDA ALEMANIA, 27;21002;HUELVA;HUELVA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL5;832’147.66 €;758’985.11 €
155;18.10.13;PXM MAIQUEZ;28009;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL6;830’684.91 €;902’103.97 €
199;12.06.15;PXBA MÉRIDA - PLAZA SANTA MARÍA, 1;6800;MÉRIDA;BADAJOZ;EXTREMADURA;PLUS;URB.COMERCIAL;NACIONAL6;830’663.54 €;692’662.44 €
251;29.10.21;PXM SANTA ENGRACIA 3;28010;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL5;828’143.30 €;125’773.33 €
181;14.05.21;PXV AVDA. MANUEL CANDELA, 56;46021;VALENCIA;VALENCIA;COMUNIDAD VALENCIANA;PLUS;URB.RESIDENCIAL;NACIONAL6;826’965.21 €;483’923.30 €
117;22.03.19;PXSE ANTONIA DÍAZ;41001;SEVILLA;SEVILLA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL7;824’735.47 €;610’495.51 €
112;21.06.17;PXM CALLE DESENGAÑO, 12;28004;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL6;824’565.21 €;914’132.88 €
99;15.11.18;PXNA ANELIER;31014;PAMPLONA;NAVARRA;COMUNIDAD FORAL DE NAVARRA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;824’043.22 €;704’722.07 €
161;17.07.20;PXS GENERAL DÁVILA, 306;39007;SANTANDER;CANTABRIA;CANTABRIA;PLUS;URB.RESIDENCIAL;NACIONAL6;823’371.48 €;693’287.17 €
209;14.12.19;PXSA CANALEJAS;37001;SALAMANCA;SALAMANCA;CASTILLA Y LEÓN;PLUS;URB.RESIDENCIAL;NACIONAL5;818’917.09 €;684’215.92 €
275;29.05.20;PXL CALLE MARIOLA;25003;LLEIDA;LLEIDA;CATALUÑA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;816’461.54 €;756’199.44 €
265;26.06.20;PXM MOSTOLES - EMPECINADO2;28937;MÓSTOLES;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;814’339.73 €;934’678.12 €
286;14.12.21;PXGR ALHENDIN - CTRA BAILEN;18620;ALHENDIN;GRANADA ;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;813’564.50 €;41’213.23 €
159;23.12.15;PXV PADRE HUÉRFANOS;46003;VALENCIA;VALENCIA;COMUNIDAD VALENCIANA;ESTANDAR;URB.COMERCIAL;NACIONAL6;812’851.07 €;713’861.26 €
171;08.11.19;PXBI PLENTZIA3;48620;PLENTZIA;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL7;812’729.23 €;788’753.66 €
664;16.05.12;PXSS LASARTE 2;20160;LASARTE-ORIA;GUIPÚZCOA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL4;809’703.54 €;776’311.67 €
179;25.10.18;PXBI SABINO ARANA;48640;BERANGO;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;809’019.63 €;726’986.50 €
129;04.02.17;PXM FUENCARRAL 3;28004;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL7;808’173.66 €;1’027’024.33 €
216;04.10.13;PXSE SAUCEDA, 5;41001;SEVILLA;SEVILLA;ANDALUCÍA;PLUS;URB.COMERCIAL;NACIONAL6;805’648.35 €;601’819.45 €
143;15.10.21;PXM PASTORA IMPRERIO2;28036;MADRID;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;805’061.21 €;142’982.57 €
343;12.07.19;PXM JUAN ÁLV MEND 4;28008;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL6;803’867.87 €;747’519.98 €
221;29.11.17;PXLO BEATOS MENA Y NAVARRETE, 50;26004;LOGROÑO;LOGROÑO;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL5;799’774.38 €;737’673.31 €
208;18.12.20;PXLO ALBELDA DE IREGUA - ESCUELAS PIAS;26120;ALBELDA DE IREGUA;LA RIOJA;LA RIOJA;ESTANDAR;RURAL;NACIONAL5;797’889.47 €;721’707.59 €
143;21.08.20;PXO FUNDACIÓN PPE ASTURIAS 2;33012;OVIEDO;ASTURIAS;PRINCIPADO DE ASTURIAS;PLUS;URB.RESIDENCIAL;NACIONAL5;796’284.25 €;627’864.74 €
174;20.05.20;PXM ALCOBENDAS - CALLE SEGOVIA;28100;ALCOBENDAS;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;795’280.30 €;739’150.38 €
280;16.07.21;PXCA PATERNA DE RIVERA - BLAS INFANTE;11178;PATERNA DE LA RIVERA;CÁDIZ;ANDALUCÍA;ESTANDAR;RURAL;NACIONAL5;794’835.67 €;322’380.69 €
87;19.06.20;PXM EMBAJADORES 2;28005;MADRID;MADRID;COMUNIDAD DE MADRID;XPLUS;URB.COMERCIAL;NACIONAL7;794’283.39 €;760’576.13 €
220;04.02.20;PXV GRAN VÍA FNDO EL CATÓLICO IV, 22;46008;VALENCIA;VALENCIA;COMUNIDAD VALENCIANA;PLUS;URB.COMERCIAL;NACIONAL6;790’076.80 €;682’351.93 €
115;29.06.18;PXM CASTELLÓ, 81;28006;MADRID;MADRID;COMUNIDAD DE MADRID;XPLUS;URB.RESIDENCIAL;NACIONAL7;789’209.95 €;701’732.36 €
233;13.10.17;PXBI JULIAN GAYARRE 2;48004;BILBAO;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL5;786’626.27 €;747’644.21 €
194;26.11.21;PXO PASEO BEGOÑA, 5;33201;GIJON;ASTURIAS;PRINCIPADO DE ASTURIAS;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;786’440.51 €;56’141.52 €
158;15.05.13;PXS LIERGANES;39722;LIÉRGANES;CANTABRIA;CANTABRIA;XPLUS;URB.RESIDENCIAL;NACIONAL6;785’634.26 €;694’234.52 €
445;;PXA GUARDAMAR;3140;GUARDAMAR DEL SEGURA;ALICANTE;COMUNIDAD VALENCIANA;XPLUS;URB.RESIDENCIAL;NACIONAL4;783’441.69 €;653’335.30 €
286;15.12.15;PXSE LUIS MONTOTO, 46-2;41018;SEVILLA;SEVILLA;ANDALUCÍA;PLUS;URB.COMERCIAL;NACIONAL5;778’726.13 €;709’781.13 €
100;19.10.17;PXTE RAMBLA SAN JULIAN 2;44003;TERUEL;TERUEL;ARAGÓN;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;777’059.77 €;667’175.84 €
214;02.12.16;PXBA FRANCISCO VACA MORALES,8;6011;BADAJOZ;BADAJOZ;EXTREMADURA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;776’302.11 €;735’552.56 €
148;19.02.16;PXS AVDA. DE LOS CASTROS, 79;39007;SANTANDER;CANTABRIA;CANTABRIA;XPLUS;URB.RESIDENCIAL;NACIONAL6;773’701.08 €;715’354.02 €
168;30.07.13;PXMA CALLE JANO 4;29010;MÁLAGA;MÁLAGA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;773’602.80 €;735’657.42 €
190;20.11.20;PXSE MENENDEZ Y PELAYO, 33;41003;SEVILLA;SEVILLA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL7;772’221.89 €;555’994.17 €
242;04.12.15;PXBA DAMIÁN TELLEZ;6010;BADAJOZ;BADAJOZ;EXTREMADURA;PLUS;URB.RESIDENCIAL;NACIONAL5;767’959.42 €;710’959.58 €
242;11.03.16;PXNA HUARTE;31620;HUARTE;NAVARRA;COMUNIDAD FORAL DE NAVARRA;PLUS;URB.RESIDENCIAL;NACIONAL5;765’769.88 €;720’495.75 €
298;07.10.21;PXLE SUERO DE QUIÑONES, 19;24002;LEON;LEON;CASTILLA Y LEÓN;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;762’526.60 €;157’568.99 €
216;25.09.20;PXCA ALGECIRAS - PABLO MAYAYO 2;11201;ALGECIRAS;CÁDIZ;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;760’191.21 €;790’670.40 €
146;22.02.17;PXBA AVDA. PARDALERAS, 2;6003;BADAJOZ;BADAJOZ;EXTREMADURA;PLUS;URB.RESIDENCIAL;NACIONAL6;759’460.60 €;729’172.11 €
172;23.03.16;PXMA CALLE ANDALUCIA 30;29009;MÁLAGA;MÁLAGA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;755’352.57 €;863’380.38 €
142;06.10.17;PXGU VIZCONDESA DE JORBALAN;19001;GUADALAJARA;GUADALAJARA;CASTILLA LA MANCHA;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;753’964.77 €;705’226.54 €
139;18.03.16;PXSS LOPE DE PRIMAUT;20303;IRÚN;GUIPÚZCOA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;753’375.21 €;705’155.55 €
267;08.09.21;PXGR ANGEL GANIVET, 5;18009;GRANADA ;GRANADA ;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;752’984.01 €;205’127.27 €
196;31.01.20;PXNA PADRE TOMÁS ESTEBAN;31008;PAMPLONA;NAVARRA;COMUNIDAD FORAL DE NAVARRA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;751’982.83 €;652’018.18 €
190;30.10.20;PXM MONTESA2, 13;28006;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL6;748’970.15 €;679’233.80 €
144;13.12.13;PXSE CALLE FERIA;41003;SEVILLA;SEVILLA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL5;747’374.93 €;660’145.35 €
252;28.08.20;PXGR CAMINO DE RONDA, 80;18004;GRANADA;GRANADA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL6;741’822.70 €;627’105.01 €
178;04.10.19;PXGR AVDA. BARCELONA2;18006;GRANADA;GRANADA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;738’908.80 €;637’848.30 €
89;13.03.20;PXM ESPIRITU SANTO 4;28004;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL7;738’605.84 €;810’593.79 €
375;28.11.14;PXBI GETXO-CALLE EDUARDO COSTE;48930;GETXO;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL4;735’980.92 €;721’669.79 €
238;17.09.20;PXNA BURLADA - MAYOR,62;31600;BURLADA;NAVARRA;COMUNIDAD FORAL DE NAVARRA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;735’425.68 €;597’402.28 €
109;31.07.20;PXM ALBERTO ALCOCER, 46;28016;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL7;732’739.94 €;587’815.34 €
104;31.03.21;PXNA ARIBE - STA MARÍA;31671;ARIBE;NAVARRA;COMUNIDAD FORAL DE NAVARRA;PLUS;URB.RESIDENCIAL;NACIONAL7;731’593.66 €;565’446.47 €
198;23.06.17;PXS AJO - BENEDICTO RUIZ, 517;39170;AJO;CANTABRIA;CANTABRIA;PLUS;URB.RESIDENCIAL;NACIONAL6;730’107.68 €;617’364.17 €
255;31.08.16;PXBA MERIDA-AVD. JUAN CARLOS I;6800;MÉRIDA;BADAJOZ;EXTREMADURA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;728’509.05 €;645’717.93 €
153;26.11.21;PXGR GRANADA AVENIDA DEL SUR, 21;18014;GRANADA;GRANADA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;720’636.52 €;61’779.74 €
167;17.06.21;PXT SALOU GINESTA, 3;43840;SALOU;TARRAGONA;CATALUÑA ;XPLUS;URB.COMERCIAL;NACIONAL6;720’385.88 €;312’446.88 €
376;17.08.18;PXM TIELMES;28550;TIELMES;MADRID;COMUNIDAD DE MADRID;ESTANDAR;RURAL;NACIONAL4;714’122.74 €;728’794.65 €
306;30.10.20;PXV GODELLA - SAN ANTONIO II, 55;46110;GODELLA;VALENCIA;COMUNIDAD VALENCIANA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;712’999.30 €;639’361.24 €
128;25.02.21;PXM POZUELO - COSTANILLA DEL OLIVAR;28223;POZUELO DE ALARCÓN;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL7;712’929.52 €;466’873.44 €
294;31.03.21;PXV CARDENAL BENLLOCH III;46021;VALENCIA;VALENCIA;COMUNIDAD VALENCIANA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;711’788.90 €;417’424.25 €
286;12.09.20;PXLE VEGA DE ESPINAREDA 2;24430;VEGA DE ESPINAREDA;LEÓN;CASTILLA Y LEÓN;ESTANDAR;RURAL;NACIONAL5;711’660.14 €;631’962.86 €
309;03.09.21;PXM PINTOR VELAZQUEZ, 2;28932;MOSTOLES;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;709’217.78 €;201’084.61 €
113;11.07.13;PXM CAMPEZO;28022;MADRID;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL8;706’750.86 €;607’421.49 €
339;09.08.19;PXTO STA. CRUZ DE RETAMAR;45513;SANTA CRUZ DE RETAMAR;TOLEDO;CASTILLA LA MANCHA;ESTANDAR;RURAL;NACIONAL4;706’095.00 €;627’800.46 €
156;30.07.21;PXM HERMANOS GOMEZ, 32;28017;MADRID;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;702’067.06 €;218’939.33 €
169;30.03.21;PXM ALCALA - PO DE LA ESTACIÓN, 15;28807;ALCALÁ DE HENARES;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;696’963.84 €;381’029.45 €
228;23.11.21;PXCA CHICLANA - PLAZA, 23;11130;CHICLANA;CADIZ;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;696’905.54 €;75’580.87 €
210;30.06.15;PXSS ANDOAIN2;20140;ANDOAIN;GUIPÚZCOA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;696’104.57 €;755’118.51 €
215;18.11.21;PXMA CALLE MEFISTOFELES, 16;29006;MALAGA;MALAGA;ANDALUCÍA;PLUS;URB.RESIDENCIAL;NACIONAL6;695’694.12 €;66’812.57 €
266;24.03.17;PXBA AVDA. JUAN SEBASTIÁN EL CANO, 37-39;6003;BADAJOZ;BADAJOZ;EXTREMADURA;PLUS;URB.RESIDENCIAL;NACIONAL5;694’604.96 €;713’790.29 €
132;26.11.21;PXM CALLE TEMBLEQUE, 66;28024;MADRID;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;693’594.40 €;61’790.43 €
116;23.12.15;PXB TORRENT DE L'OLLA;8012;BARCELONA;BARCELONA;CATALUÑA;PLUS;URB.COMERCIAL;NACIONAL6;690’622.78 €;625’138.93 €
196;14.10.11;PXBI ONDARROA;48700;ONDARROA;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;690’401.65 €;651’630.53 €
88;12.07.19;PXSE ALTOZANO;41010;SEVILLA;SEVILLA;ANDALUCÍA;PLUS;CONVENIENCIA;NACIONAL7;689’113.40 €;578’366.66 €
134;30.07.19;PXCO PLAZA DEL ESCUDO;14008;CÓRDOBA;CÓRDOBA;ANDALUCÍA;PLUS;URB.COMERCIAL;NACIONAL6;688’907.05 €;534’813.13 €
194;19.10.16;PXSS PASEO RIBERA DE LOIOLA;20014;SAN SEBASTIÁN;GUIPÚZCOA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;688’469.68 €;712’384.48 €
298;23.03.16;PXBA BURGUILLOS DEL CERRO;6370;BURGUILLOS DEL CERRO;BADAJOZ;EXTREMADURA;ESTANDAR;RURAL;NACIONAL5;683’981.74 €;635’734.79 €
127;05.06.20;PXCO SANTA MARÍA DE GRACIA, 3;14002;CÓRDOBA;CÓRDOBA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL7;680’235.58 €;496’453.27 €
149;30.11.17;PXB SANTA COLOMA2 - AVDA BANUS;8923;SANTA COLOMA DE GRAMANET;BARCELONA;CATALUÑA;AGRESIVA;URB.RESIDENCIAL;NACIONAL6;675’569.56 €;644’056.09 €
289;12.04.19;PXLU DIEGO PAZOS;27600;SARRIA;LUGO;GALICIA;ESTANDAR;RURAL;NACIONAL5;674’892.36 €;623’413.45 €
265;17.08.18;PXSE RESOLANA2, 12-14;41009;SEVILLA;SEVILLA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;669’789.60 €;585’571.89 €
216;08.07.16;PXLO NAVARRETE2;26370;NAVARRETE;LA RIOJA;LA RIOJA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;666’885.84 €;617’034.24 €
278;28.05.21;PXGI FRANCESC ARTAU, 2;17005;GIRONA;GIRONA;CATALUÑA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;665’610.39 €;269’506.06 €
106;19.10.18;PXVA PLAZA CIRCULAR, 7;47005;VALLADOLID;VALLADOLID;CASTILLA Y LEÓN;PLUS;URB.RESIDENCIAL;NACIONAL7;657’360.29 €;625’212.92 €
158;14.12.21;PXCC PLASENCIA - CALLE TALAVERA;10600;PLASENCIA;CACERES ;EXTREMADURA ;PLUS;URB.RESIDENCIAL;NACIONAL7;656’842.78 €;28’672.26 €
155;05.12.18;PXSE RONDA CAPUCHINOS;41003;SEVILLA;SEVILLA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;655’111.07 €;600’561.47 €
351;18.09.17;PXBA ALMENDRALEJO2- CALLE CRUZ;6200;ALMENDRALEJO;BADAJOZ;EXTREMADURA;ESTANDAR;RURAL;NACIONAL5;649’498.83 €;589’774.06 €
214;26.06.14;PXVI AMURRIO - DIONISIO ALDAMA, 11;1470;AMURRIO;ÁLAVA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;648’694.04 €;617’589.05 €
170;23.12.21;PXS MARQUÉS DE LA HERMIDA,14;39009;SANTANDER;SANTANDER;CANTABRIA;PLUS;URB.RESIDENCIAL;NACIONAL6;643’153.20 €;15’981.92 €
176;04.06.14;PXLO CALLE OESTE, 13;26005;LOGROÑO;LOGROÑO;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL6;639’212.82 €;615’530.32 €
327;06.08.21;PXGR HUETOR VEGA2;18198;HUETOR VEGA;GRANADA;ANDALUCÍA;AGRESIVA;RURAL;NACIONAL6;639’080.38 €;197’557.41 €
706;17.06.16;PXS NOJA - AVENIDA DEL RIS;39180;NOJA;CANTABRIA;CANTABRIA;PLUS;URB.RESIDENCIAL;NACIONAL6;638’096.77 €;530’023.42 €
141;23.12.21;PXMA BENAHAVIS;29679;BENAHAVIS;MÁLAGA;ANDALUCÍA;PLUS;URB.RESIDENCIAL;NACIONAL7;636’676.34 €;13’722.32 €
142;23.04.20;PXH CALLE CALA, 10;21002;HUELVA;HUELVA;ANDALUCÍA;ESTANDAR;URB.COMERCIAL;NACIONAL6;634’910.49 €;570’130.75 €
271;18.03.21;PXO TINEO;33877;TINEO;ASTURIAS;PRINCIPADO DE ASTURIAS;ESTANDAR;RURAL;NACIONAL6;632’680.36 €;444’086.83 €
386;13.09.19;PXLE FABERO3;24420;FABERO;LEÓN;CASTILLA Y LEÓN;PLUS;RURAL;NACIONAL4;630’741.24 €;649’127.40 €
269;06.09.13;PXTO PUEBLANUEVA;45690;LA PUEBLANUEVA;TOLEDO;CASTILLA LA MANCHA;ESTANDAR;RURAL;NACIONAL5;629’767.80 €;564’946.84 €
168;26.09.14;PXBA AVDA. RICARDO CARAPETO, 38;6008;BADAJOZ;BADAJOZ;EXTREMADURA;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;625’591.98 €;581’088.25 €
201;15.10.21;PXCA SAN LUCAR - CORREO;11540;SANLUCAR DE BARRAMEDA;CADIZ;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;623’128.82 €;100’114.85 €
205;29.12.18;PXMA SANTA ROSALIA MAQUEDA;29591;SANTA ROSALÍA-MAQUEDA;MÁLAGA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;621’542.53 €;597’435.32 €
109;09.08.19;PXM CALLE DOCTOR ESQUERDO, 217;28007;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.COMERCIAL;NACIONAL7;620’992.59 €;606’561.58 €
158;22.10.21;PXSS GALDAKAO-SOLUBLE, 5;48960;GALDAKAO;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;614’598.97 €;107’760.99 €
265;24.08.11;PXVI EXPRESS CALLE GETARIA;1010;VITORIA;ÁLAVA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL5;613’818.14 €;536’285.54 €
115;12.11.21;PXVA PLAZA DE LA LIBERTAD;47003;VALLADOLID;VALLADOLID;CASTILLA Y LEÓN;XPLUS;URB.COMERCIAL;NACIONAL7;611’818.92 €;72’607.44 €
298;24.09.15;PXBA MÉRIDA - AVDA. LUSITANIA;6800;MÉRIDA;BADAJOZ;EXTREMADURA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;610’967.98 €;612’492.46 €
453;;PXV CULLERA  AVD DEL RACÓ, 14;46400;CULLERA;VALENCIA;COMUNIDAD VALENCIANA;PLUS;URB.RESIDENCIAL;NACIONAL4;605’959.30 €;558’824.11 €
69;03.12.21;PXSS ALAMEDA DEL BOULEVARD2, 19;20003;SAN SEBASTIÁN;GUIPÚZCOA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL7;605’603.87 €;43’683.48 €
110;17.12.21;PXPM CAN PASTILLA;7610;CAN PASTILLA;MALLORCA ;ISLAS BALEARES;XPLUS;URB.COMERCIAL;NACIONAL7;605’168.01 €;11’531.98 €
123;22.04.15;PXBA RONDA DEL PILAR, 45;6002;BADAJOZ;BADAJOZ;EXTREMADURA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;599’673.42 €;551’708.48 €
283;30.09.15;PXBA MONTIJO;6480;MONTIJO;BADAJOZ;EXTREMADURA;ESTANDAR;RURAL;NACIONAL5;598’958.03 €;564’073.98 €
189;13.11.18;PXSE CARDENAL CERVANTES;41003;SEVILLA;SEVILLA;ANDALUCÍA;PLUS;URB.COMERCIAL;NACIONAL6;597’952.39 €;468’991.33 €
220;08.10.21;PXM HERNANI, 31;28020;MADRID;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;596’805.92 €;110’887.81 €
123;03.12.21;PXSE CALLE ZARAGOZA, 31;41001;SEVILLA ;SEVILLA ;ANDALUCÍA;PLUS;URB.RESIDENCIAL;NACIONAL7;594’493.79 €;36’370.06 €
151;11.11.21;PXM ARGANDA DEL REY-LIBERTAD,2;28500;ARGANDA DEL REY ;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;592’592.85 €;68’210.61 €
204;20.04.18;PXCC JARAIZ DE LA VERA2;10400;JARAIZ DE LA VERA;CÁCERES;EXTREMADURA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;590’541.46 €;570’141.18 €
224;04.06.21;PXS JUAN XXIII, 20;39006;SANTANDER;CANTABRIA;CANTABRIA;PLUS;URB.RESIDENCIAL;NACIONAL6;590’070.13 €;269’802.34 €
268;23.11.21;PXNA ANSOAIN - HNOS NOAIÍN, 3;31013;ANSOAIN;PAMPLONA;COMUNIDAD FORAL DE NAVARRA;PLUS;URB.RESIDENCIAL;NACIONAL5;585’755.27 €;49’080.57 €
147;19.11.21;PXM MAGDALENA 28;28012;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL7;583’083.12 €;151’697.54 €
97;30.08.19;PXSE CALLE FERIA, 106;41002;SEVILLA;SEVILLA;ANDALUCÍA;PLUS;URB.COMERCIAL;NACIONAL7;580’601.48 €;516’888.26 €
183;14.10.16;PXM AV FERROL, 1;28029;MADRID;MADRID;COMUNIDAD DE MADRID;XPLUS;URB.RESIDENCIAL;NACIONAL7;580’013.14 €;514’586.81 €
90;20.02.20;PXCA ANCHA2, 31;11001;CÁDIZ;CÁDIZ;ANDALUCÍA;PLUS;CONVENIENCIA;NACIONAL7;572’907.35 €;549’379.50 €
186;20.08.20;PXGR AGUSTINA DE ARAGON;18005;GRANADA;GRANADA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;571’896.86 €;539’878.99 €
109;14.12.21;PXM ALCOBENDAS - ISAAC ALBENIZ;28100;ALCOBENDAS ;MADRID ;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;562’664.04 €;23’641.01 €
99;14.09.18;PXB VILLAFRANCA JOSEP TARRADELLAS,7;8720;VILLAFRANCA DEL PENEDÉS;BARCELONA;CATALUÑA;PLUS;URB.RESIDENCIAL;NACIONAL7;559’304.08 €;540’880.97 €
